flight_id,aircraft_type,aircraft_age,operational_hours,days_since_maintenance,maintenance_count,airline,origin,destination,distance,flight_duration,weather_condition,weather_severity,engine_temperature,oil_pressure,vibration_level,fuel_consumption,hydraulic_pressure,cabin_pressure,previous_delays,crew_experience,equipment_failure,flight_cancelled
FL21886,Boeing 777,25,31931,466,8,OceanAir,ORD,SFO,1846,3.95,Clear,1,340.0,25.21,22.48,2632.54,2980.32,11.08,7,11.61,0,0
FL21887,Airbus A320,3,26967,38,5,SkyConnect,DCA,SAN,2279,4.54,Clear,1,333.66,32.43,15.5,2883.76,2835.52,10.81,9,11.58,0,0
FL21888,Airbus A320,10,14886,198,5,OceanAir,DFW,SEA,1660,3.66,Clear,1,302.03,39.25,20.48,1563.93,2975.91,10.81,6,18.59,0,0
FL21889,Airbus A350,5,38168,356,33,PacificWings,DCA,SAN,2279,4.86,Clear,1,340.0,17.73,17.8,2724.89,2818.45,11.43,3,22.0,0,0
FL21890,Boeing 787,1,1911,31,20,AirGlobal,JFK,LAX,2475,5.01,Clear,1,272.1,32.87,12.78,3081.39,2897.32,10.62,2,18.83,0,0
FL21891,Airbus A350,6,47544,230,32,AirGlobal,MIA,BOS,1258,1.94,Clear,1,340.0,23.75,25.5,1664.71,2941.21,11.06,5,7.93,0,0
FL21892,Boeing 777,25,45923,151,25,OceanAir,MIA,BOS,1258,2.42,Clear,1,332.13,32.23,22.47,1149.53,2921.15,11.05,2,8.92,0,0
FL21893,Boeing 787,9,1353,459,13,OceanAir,IAH,MCO,848,1.21,Clear,1,332.11,28.65,22.31,1228.21,3074.09,11.07,5,2.21,0,0
FL21894,Airbus A350,10,37441,143,18,OceanAir,ORD,SFO,1846,3.51,Clear,1,311.36,34.91,18.96,1506.66,3104.96,10.91,9,10.53,0,0
FL21895,Airbus A350,2,46284,193,35,Continental Express,ATL,DEN,1199,2.27,Foggy,4,329.55,32.6,21.62,1188.08,3060.41,10.93,5,3.39,0,0
FL21896,Airbus A320,11,44218,16,5,PacificWings,LAS,PHX,256,0.91,Clear,1,317.37,26.54,21.1,301.65,3037.96,10.88,3,21.94,0,0
FL21897,Airbus A350,6,18304,153,11,Continental Express,ORD,SFO,1846,3.8,Clear,1,296.42,31.28,16.44,1874.66,2989.13,11.18,0,12.42,0,0
FL21898,Airbus A320,5,32618,28,32,OceanAir,LAS,PHX,256,0.46,Clear,1,323.46,35.06,21.12,211.83,3168.18,10.66,1,15.22,1,0
FL21899,Boeing 787,11,14280,311,41,SkyConnect,LAS,PHX,256,0.97,Clear,1,291.51,41.72,10.84,298.79,3075.66,10.64,1,8.82,1,1
FL21900,Boeing 737,25,20718,225,26,SkyConnect,DCA,SAN,2279,4.74,Clear,1,306.83,31.22,18.33,2837.8,2884.13,10.9,4,23.72,1,1
FL21901,Airbus A350,1,31311,279,9,Continental Express,MIA,BOS,1258,2.52,Rainy,3,318.29,25.43,13.76,1604.19,3124.25,11.21,4,15.57,0,0
FL21902,Boeing 787,1,24214,360,13,AirGlobal,IAH,MCO,848,1.2,Clear,1,336.87,32.38,16.93,1049.01,2827.37,10.94,7,22.06,0,0
FL21903,Boeing 777,19,2661,126,14,AirGlobal,ATL,DEN,1199,2.52,Cloudy,2,309.9,45.45,13.24,1612.47,3006.41,10.7,2,4.35,0,1
FL21904,Airbus A320,13,18913,216,6,Continental Express,ATL,DEN,1199,2.2,Clear,1,340.0,31.17,19.38,1134.75,3082.19,11.32,5,3.78,0,0
FL21905,Airbus A350,7,28046,429,48,Continental Express,LAS,PHX,256,0.78,Clear,1,338.51,29.09,21.05,376.26,3067.13,11.14,8,2.32,0,0
FL21906,Airbus A320,10,37280,298,16,AirGlobal,MIA,BOS,1258,2.74,Rainy,3,340.0,25.21,24.58,1569.74,3099.46,10.75,2,18.83,0,0
FL21907,Boeing 777,30,34135,433,24,AirGlobal,DFW,SEA,1660,3.64,Clear,1,327.03,18.98,22.87,2194.13,2902.38,11.47,8,2.97,0,0
FL21908,Boeing 777,22,25005,380,16,AirGlobal,DCA,SAN,2279,4.54,Cloudy,2,319.42,33.96,17.22,3348.01,3197.8,11.0,3,14.15,1,0
FL21909,Boeing 737,6,25909,44,38,AirGlobal,LAS,PHX,256,0.28,Clear,1,275.44,35.85,9.84,250.51,2866.81,11.02,6,21.57,0,0
FL21910,Boeing 777,8,5212,212,7,OceanAir,LAS,PHX,256,0.41,Rainy,3,312.24,43.0,12.58,275.01,3139.9,11.48,5,3.16,0,0
FL21911,Boeing 787,3,13620,477,38,SkyConnect,MIA,BOS,1258,2.86,Rainy,3,325.53,24.56,27.05,1885.47,2888.01,11.31,7,13.49,1,1
FL21912,Boeing 777,19,21598,428,36,OceanAir,LAS,PHX,256,0.93,Cloudy,2,328.47,27.03,22.05,279.85,2942.22,10.93,9,13.81,0,1
FL21913,Boeing 777,6,48166,375,41,Continental Express,ATL,DEN,1199,2.68,Cloudy,2,334.36,24.98,22.81,1048.79,2994.22,11.14,6,19.94,0,0
FL21914,Boeing 737,15,24428,117,13,Continental Express,DFW,SEA,1660,2.89,Rainy,3,323.99,35.31,11.98,2067.5,3111.21,10.92,9,22.13,0,0
FL21915,Airbus A320,20,19961,460,41,OceanAir,DCA,SAN,2279,4.97,Foggy,4,340.0,22.31,20.1,2177.99,2895.93,10.75,6,20.93,0,1
FL21916,Airbus A350,7,23464,268,24,Continental Express,JFK,LAX,2475,4.98,Clear,1,302.91,25.45,14.45,3654.59,2976.99,11.29,1,8.75,0,0
FL21917,Boeing 787,6,8514,492,31,PacificWings,LAS,PHX,256,0.39,Rainy,3,289.11,30.14,20.54,311.24,3055.03,10.75,8,10.78,0,0
FL21918,Boeing 737,21,36094,16,37,OceanAir,ORD,SFO,1846,3.23,Cloudy,2,306.64,31.03,17.97,2320.5,2829.24,11.46,7,4.28,0,0
FL21919,Boeing 737,2,29369,459,29,PacificWings,IAH,MCO,848,1.58,Clear,1,340.0,29.38,22.24,869.91,3142.33,10.81,5,15.64,0,0
FL21920,Boeing 737,13,31185,176,7,OceanAir,DFW,SEA,1660,3.83,Cloudy,2,293.65,40.8,20.18,1345.8,3012.33,11.09,7,15.32,0,0
FL21921,Boeing 737,4,33904,207,12,Continental Express,ORD,SFO,1846,4.06,Cloudy,2,334.83,23.88,16.68,1704.43,2940.94,10.86,8,17.88,0,0
FL21922,Boeing 777,2,28742,300,33,OceanAir,DCA,SAN,2279,4.9,Rainy,3,319.73,24.02,17.39,2479.19,2855.24,10.66,6,24.17,1,0
FL21923,Boeing 787,6,5359,262,41,OceanAir,ATL,DEN,1199,2.56,Clear,1,302.03,37.4,18.19,1719.2,3057.87,10.64,5,16.72,0,0
FL21924,Boeing 737,21,38500,238,48,PacificWings,DCA,SAN,2279,4.65,Cloudy,2,335.87,27.5,21.35,3240.2,2924.44,11.05,4,7.68,1,0
FL21925,Boeing 787,12,29778,241,25,SkyConnect,DFW,SEA,1660,3.37,Foggy,4,317.8,33.19,21.45,2331.1,2933.53,11.04,9,10.76,0,1
FL21926,Airbus A350,7,40436,490,38,PacificWings,IAH,MCO,848,1.42,Clear,1,340.0,25.88,20.2,996.46,2932.78,10.81,0,13.65,1,1
FL21927,Boeing 737,13,11737,326,43,PacificWings,DFW,SEA,1660,3.02,Cloudy,2,304.72,29.08,23.51,2166.13,2941.87,10.65,6,14.22,0,0
FL21928,Boeing 737,6,2652,71,26,Continental Express,JFK,LAX,2475,5.18,Cloudy,2,280.88,50.63,14.74,3056.22,2985.26,11.41,5,14.84,0,0
FL21929,Boeing 787,10,15078,357,17,PacificWings,LAS,PHX,256,0.96,Stormy,5,340.0,41.38,22.24,214.71,3128.31,11.08,3,16.4,0,1
FL21930,Boeing 737,6,46384,40,15,AirGlobal,JFK,LAX,2475,5.12,Clear,1,303.58,28.89,12.93,2632.79,2999.96,10.76,0,22.03,0,1
FL21931,Boeing 777,14,42206,388,27,OceanAir,DFW,SEA,1660,3.68,Clear,1,337.71,22.02,21.6,1595.14,3117.69,10.51,7,6.16,0,0
FL21932,Boeing 787,2,33723,390,42,AirGlobal,ORD,SFO,1846,4.21,Clear,1,320.53,28.39,18.62,1716.95,2978.15,11.18,8,7.74,1,0
FL21933,Boeing 737,18,24219,309,34,OceanAir,DFW,SEA,1660,3.27,Stormy,5,340.0,44.4,25.82,2115.29,3029.91,10.8,4,16.48,1,1
FL21934,Airbus A320,14,31015,328,17,AirGlobal,ATL,DEN,1199,2.51,Cloudy,2,321.47,32.62,21.34,1427.83,3190.7,10.77,9,23.04,1,1
FL21935,Airbus A350,3,3558,114,22,OceanAir,JFK,LAX,2475,4.94,Clear,1,300.03,40.61,12.07,2177.82,2929.51,11.06,7,8.54,0,0
FL21936,Boeing 737,8,45143,43,13,PacificWings,DFW,SEA,1660,2.83,Clear,1,327.8,35.57,17.95,2088.07,2831.7,11.46,4,5.36,0,0
FL21937,Airbus A320,15,26824,491,22,SkyConnect,IAH,MCO,848,2.49,Rainy,3,336.53,18.45,21.13,768.93,3110.84,10.54,5,13.25,1,1
FL21938,Airbus A320,10,26731,394,42,Continental Express,JFK,LAX,2475,4.27,Cloudy,2,326.91,30.83,27.65,2009.85,3160.02,11.16,9,8.7,0,0
FL21939,Airbus A320,20,5824,476,18,AirGlobal,DFW,SEA,1660,3.05,Cloudy,2,332.18,30.37,17.09,2429.43,3061.26,10.83,4,18.85,0,0
FL21940,Boeing 787,11,8301,346,10,PacificWings,DCA,SAN,2279,4.64,Clear,1,291.42,39.46,18.27,3367.37,3159.65,11.05,0,8.45,0,0
FL21941,Boeing 787,10,48180,108,37,SkyConnect,ORD,SFO,1846,3.7,Clear,1,340.0,31.38,13.86,2391.3,2959.53,11.23,4,20.01,0,0
FL21942,Boeing 787,1,14313,410,45,PacificWings,DFW,SEA,1660,3.63,Cloudy,2,311.91,29.3,17.83,1773.36,3012.81,10.73,7,19.13,0,0
FL21943,Boeing 787,7,39361,2,36,OceanAir,MIA,BOS,1258,2.62,Cloudy,2,284.95,40.24,14.46,1369.34,3014.8,10.85,7,16.3,1,1
FL21944,Airbus A350,2,5050,113,10,PacificWings,ORD,SFO,1846,3.95,Cloudy,2,301.64,35.28,19.85,1665.27,2963.52,11.46,6,2.38,0,0
FL21945,Airbus A350,4,41587,442,16,Continental Express,IAH,MCO,848,1.24,Clear,1,328.29,20.94,24.45,986.95,2845.49,11.36,6,19.62,0,0
FL21946,Airbus A350,6,21036,445,46,SkyConnect,MIA,BOS,1258,2.36,Clear,1,340.0,37.16,22.72,1725.73,2827.62,10.51,7,9.89,0,1
FL21947,Airbus A320,16,31640,327,12,AirGlobal,DFW,SEA,1660,3.03,Clear,1,340.0,30.79,21.67,2356.82,2910.78,10.95,0,10.69,0,0
FL21948,Boeing 777,14,31239,446,26,PacificWings,ORD,SFO,1846,3.94,Cloudy,2,328.8,22.9,19.34,1843.15,2938.67,10.62,0,21.38,1,0
FL21949,Airbus A320,3,45227,27,25,OceanAir,ATL,DEN,1199,2.57,Rainy,3,330.29,32.47,16.9,1167.94,3067.31,10.67,7,15.31,1,1
FL21950,Airbus A350,7,23322,437,18,Continental Express,MIA,BOS,1258,2.21,Clear,1,340.0,36.75,18.24,1332.12,3172.36,11.13,3,17.04,1,1
FL21951,Airbus A350,1,3735,282,22,OceanAir,ATL,DEN,1199,2.34,Foggy,4,290.48,33.71,18.24,1461.3,2966.5,11.26,0,17.59,0,0
FL21952,Airbus A350,7,7363,124,34,OceanAir,MIA,BOS,1258,2.88,Cloudy,2,294.87,40.61,12.14,1658.34,2998.22,11.4,7,19.33,0,0
FL21953,Boeing 737,20,13717,197,15,OceanAir,DCA,SAN,2279,4.8,Stormy,5,330.94,39.02,13.86,1995.56,3069.58,11.09,6,12.36,0,0
FL21954,Boeing 787,12,9390,374,35,SkyConnect,ATL,DEN,1199,2.32,Clear,1,327.01,35.6,20.52,1650.83,3183.86,10.57,5,5.99,0,0
FL21955,Airbus A350,4,20819,240,15,PacificWings,IAH,MCO,848,1.36,Cloudy,2,319.86,28.39,17.96,844.24,3133.66,11.14,5,15.77,0,0
FL21956,Airbus A350,10,28498,316,10,SkyConnect,DCA,SAN,2279,4.99,Clear,1,313.19,30.83,20.36,3129.79,3080.08,11.2,2,18.66,0,0
FL21957,Boeing 787,0,33344,182,33,OceanAir,ORD,SFO,1846,3.78,Clear,1,291.84,29.04,20.72,2744.67,2873.72,11.48,9,9.99,0,0
FL21958,Boeing 787,10,1044,380,22,Continental Express,DCA,SAN,2279,4.46,Clear,1,287.53,27.06,15.15,2890.08,3124.75,10.54,3,15.24,1,1
FL21959,Boeing 777,29,12464,206,48,OceanAir,ATL,DEN,1199,2.77,Clear,1,306.61,33.34,17.95,1644.05,3071.71,11.02,7,7.08,0,0
FL21960,Boeing 777,6,47262,94,30,Continental Express,DCA,SAN,2279,4.48,Rainy,3,340.0,31.22,18.27,1863.82,2916.85,11.15,4,22.3,0,0
FL21961,Boeing 737,16,3614,471,23,OceanAir,MIA,BOS,1258,2.94,Rainy,3,320.02,38.4,24.01,1475.34,2968.02,10.59,5,21.72,0,0
FL21962,Airbus A350,9,10138,469,33,PacificWings,DFW,SEA,1660,3.22,Rainy,3,325.01,26.69,19.0,1659.14,3156.11,11.39,8,23.57,0,0
FL21963,Boeing 787,1,7199,320,43,PacificWings,LAS,PHX,256,0.6,Cloudy,2,279.14,41.64,20.3,379.12,2839.32,11.23,4,11.8,1,0
FL21964,Airbus A320,10,33806,54,26,AirGlobal,LAS,PHX,256,0.45,Clear,1,308.39,34.35,16.71,243.86,2920.45,11.46,2,3.0,0,0
FL21965,Boeing 777,3,25741,485,24,Continental Express,IAH,MCO,848,1.6,Cloudy,2,327.75,21.57,28.86,1004.73,2800.6,10.99,2,20.7,0,0
FL21966,Boeing 777,17,41492,266,33,SkyConnect,DFW,SEA,1660,3.7,Clear,1,331.86,21.2,18.81,1731.67,2954.87,10.6,6,17.49,1,0
FL21967,Boeing 787,5,17700,227,36,OceanAir,JFK,LAX,2475,4.67,Clear,1,314.22,28.03,18.66,2047.58,3155.86,11.18,1,20.93,1,0
FL21968,Airbus A320,20,45992,201,23,Continental Express,JFK,LAX,2475,4.35,Clear,1,324.91,25.51,16.2,3139.91,3180.86,10.81,7,4.21,0,0
FL21969,Boeing 787,2,31290,48,38,PacificWings,IAH,MCO,848,1.6,Stormy,5,324.49,44.83,19.1,1090.81,2960.39,10.69,5,20.62,0,0
FL21970,Boeing 777,27,2841,129,18,PacificWings,IAH,MCO,848,1.61,Cloudy,2,315.55,40.71,18.23,770.84,3064.81,10.63,6,12.38,0,0
FL21971,Airbus A350,9,40015,281,43,Continental Express,ORD,SFO,1846,3.54,Cloudy,2,340.0,26.67,15.48,2739.58,2844.11,11.02,0,17.6,1,0
FL21972,Boeing 737,0,47987,199,36,PacificWings,ATL,DEN,1199,2.89,Cloudy,2,320.44,29.0,19.56,1418.84,3095.82,10.76,8,3.62,0,0
FL21973,Airbus A320,20,41247,284,28,PacificWings,ATL,DEN,1199,2.21,Clear,1,340.0,24.05,25.11,1412.2,3026.35,10.87,2,4.82,0,0
FL21974,Airbus A320,7,38028,357,31,SkyConnect,MIA,BOS,1258,2.54,Cloudy,2,330.87,22.99,15.82,1639.27,2991.57,10.57,0,21.06,0,0
FL21975,Airbus A350,7,9402,177,6,PacificWings,DCA,SAN,2279,5.15,Foggy,4,312.98,42.57,14.13,2603.2,2990.83,10.73,8,7.39,0,0
FL21976,Airbus A320,11,30383,366,25,SkyConnect,JFK,LAX,2475,5.21,Clear,1,340.0,24.01,21.83,2726.33,3101.55,11.15,9,11.46,0,0
FL21977,Airbus A320,11,47579,222,44,Continental Express,DFW,SEA,1660,2.69,Clear,1,331.46,29.98,17.88,1601.72,3181.5,10.59,4,14.9,0,0
FL21978,Airbus A320,16,21827,263,5,Continental Express,MIA,BOS,1258,2.46,Foggy,4,339.87,31.74,15.45,1447.16,2989.61,10.98,6,10.3,0,0
FL21979,Boeing 737,16,4063,265,39,Continental Express,ORD,SFO,1846,3.42,Clear,1,306.33,34.21,15.73,2515.07,2945.42,10.52,8,22.62,0,0
FL21980,Airbus A320,15,19843,185,10,PacificWings,IAH,MCO,848,1.26,Clear,1,292.08,44.66,18.35,840.36,3143.56,11.09,4,4.04,1,1
FL21981,Airbus A350,8,15233,141,40,OceanAir,LAS,PHX,256,0.42,Clear,1,312.96,45.54,12.88,344.45,2869.57,11.5,9,22.9,1,1
FL21982,Airbus A350,5,39404,451,23,PacificWings,DFW,SEA,1660,3.24,Clear,1,340.0,21.41,23.79,2000.96,3115.59,11.03,3,12.29,0,0
FL21983,Boeing 737,2,13508,193,30,OceanAir,LAS,PHX,256,0.66,Cloudy,2,314.48,33.9,18.03,248.46,2863.32,10.78,9,23.4,0,0
FL21984,Boeing 777,12,8126,53,31,PacificWings,IAH,MCO,848,1.59,Clear,1,303.31,30.98,12.68,988.38,3187.05,10.72,1,8.09,0,0
FL21985,Boeing 777,25,49116,342,33,Continental Express,IAH,MCO,848,1.28,Foggy,4,322.64,32.22,29.22,854.62,2942.53,11.17,9,11.36,0,0
FL21986,Boeing 777,10,47072,167,40,Continental Express,IAH,MCO,848,1.72,Stormy,5,319.2,22.54,18.26,1160.86,2861.86,10.65,3,10.37,0,0
FL21987,Boeing 787,4,8134,450,25,AirGlobal,JFK,LAX,2475,4.55,Clear,1,301.06,29.59,17.57,3204.94,2867.4,10.8,9,6.66,1,1
FL21988,Boeing 777,29,16031,226,37,OceanAir,ORD,SFO,1846,3.98,Cloudy,2,319.89,25.23,19.89,1758.15,3139.2,11.3,6,11.79,1,1
FL21989,Airbus A320,10,5027,356,39,Continental Express,DCA,SAN,2279,4.77,Clear,1,300.96,30.85,13.4,3010.58,2831.1,10.71,6,18.73,0,0
FL21990,Airbus A350,0,29912,304,40,OceanAir,MIA,BOS,1258,2.22,Cloudy,2,331.31,30.61,19.6,1879.13,3037.98,10.77,1,20.68,1,0
FL21991,Boeing 787,7,31973,499,35,OceanAir,DFW,SEA,1660,2.98,Clear,1,327.98,24.21,25.44,1663.52,3162.22,11.4,4,2.33,1,0
FL21992,Airbus A350,7,20155,366,6,SkyConnect,ATL,DEN,1199,2.43,Cloudy,2,309.77,29.79,22.2,1474.02,2861.84,11.38,5,19.22,1,0
FL21993,Airbus A350,6,6236,244,22,AirGlobal,LAS,PHX,256,0.54,Cloudy,2,318.99,42.21,16.43,274.07,3112.9,10.83,2,6.63,0,0
FL21994,Airbus A350,4,8455,141,32,AirGlobal,MIA,BOS,1258,1.96,Cloudy,2,290.59,35.11,10.92,1522.86,2869.81,10.72,2,18.1,1,1
FL21995,Airbus A350,8,26783,123,15,OceanAir,DFW,SEA,1660,3.21,Cloudy,2,303.57,27.43,20.99,1424.17,3146.74,11.15,9,7.56,0,0
FL21996,Boeing 777,9,47339,317,45,OceanAir,ATL,DEN,1199,1.97,Stormy,5,339.67,24.72,21.79,1446.89,2896.44,10.61,6,18.26,0,1
FL21997,Boeing 737,15,2199,265,15,AirGlobal,MIA,BOS,1258,2.62,Cloudy,2,287.69,32.56,13.4,1694.13,2853.15,10.72,0,15.88,0,0
FL21998,Airbus A320,4,5861,52,28,AirGlobal,IAH,MCO,848,1.59,Clear,1,282.24,38.36,10.44,1082.55,3192.89,11.17,0,4.38,0,0
FL21999,Airbus A350,6,49016,300,49,OceanAir,DCA,SAN,2279,4.61,Clear,1,333.08,18.62,21.01,1895.85,3056.16,10.56,1,2.72,0,0
FL22000,Boeing 737,5,16752,217,17,OceanAir,ATL,DEN,1199,2.72,Rainy,3,311.45,34.02,14.1,1609.7,2946.26,11.15,8,2.88,0,0
FL22001,Boeing 737,9,6488,49,42,SkyConnect,LAS,PHX,256,0.41,Clear,1,289.19,42.01,11.48,247.56,3057.56,11.33,5,20.03,0,0
FL22002,Boeing 737,12,25644,30,28,PacificWings,ORD,SFO,1846,4.12,Clear,1,302.54,31.76,17.22,1849.07,3098.11,10.96,4,22.28,0,0
FL22003,Boeing 787,7,24333,477,41,PacificWings,LAS,PHX,256,1.17,Clear,1,340.0,22.3,23.72,268.52,2892.38,10.58,9,14.77,0,0
FL22004,Boeing 737,19,7599,339,38,OceanAir,IAH,MCO,848,1.68,Clear,1,319.18,32.65,19.42,735.87,3030.03,10.96,7,15.67,0,0
FL22005,Boeing 777,0,30327,11,25,AirGlobal,DFW,SEA,1660,2.82,Clear,1,290.24,32.76,14.64,2208.83,3136.44,11.22,5,12.76,0,0
FL22006,Airbus A320,5,9991,193,18,OceanAir,LAS,PHX,256,0.4,Rainy,3,300.87,21.44,16.68,270.39,3112.79,11.28,7,17.45,0,1
FL22007,Boeing 737,11,18487,423,15,PacificWings,ORD,SFO,1846,3.85,Clear,1,313.23,31.8,20.29,1985.33,2873.36,10.55,1,3.48,0,0
FL22008,Boeing 777,4,44146,492,11,SkyConnect,ATL,DEN,1199,2.16,Clear,1,340.0,22.32,25.55,1480.23,2978.51,10.9,4,20.76,1,1
FL22009,Airbus A320,14,28532,389,42,PacificWings,DCA,SAN,2279,4.58,Foggy,4,340.0,28.41,23.74,1863.03,2957.14,10.58,8,23.07,1,0
FL22010,Airbus A350,0,22390,77,44,Continental Express,DFW,SEA,1660,3.03,Stormy,5,312.55,36.26,16.01,1497.28,3149.54,11.08,5,2.34,0,0
FL22011,Airbus A320,5,11175,427,32,Continental Express,JFK,LAX,2475,4.48,Cloudy,2,304.61,38.61,19.8,3016.58,2903.82,10.58,4,14.23,0,0
FL22012,Boeing 777,9,45116,208,32,SkyConnect,DFW,SEA,1660,3.21,Cloudy,2,323.12,26.06,22.18,2457.37,2980.42,10.6,6,22.49,0,0
FL22013,Airbus A320,3,38353,406,21,PacificWings,ORD,SFO,1846,3.79,Rainy,3,340.0,31.1,21.37,2587.68,2948.54,10.59,6,14.3,1,1
FL22014,Boeing 737,8,24920,467,39,Continental Express,JFK,LAX,2475,4.61,Rainy,3,308.28,31.5,19.67,3460.34,3177.08,10.78,0,15.27,0,0
FL22015,Boeing 787,4,28054,326,16,PacificWings,ORD,SFO,1846,4.07,Cloudy,2,336.66,37.23,28.41,2645.76,3086.51,11.34,2,12.43,0,0
FL22016,Airbus A350,8,5502,417,26,AirGlobal,JFK,LAX,2475,5.23,Clear,1,334.38,28.64,15.28,2322.2,2867.68,10.87,0,9.94,0,0
FL22017,Boeing 777,8,32660,217,32,SkyConnect,ATL,DEN,1199,2.3,Clear,1,312.37,24.52,15.58,1316.49,2878.45,11.24,9,6.63,0,0
FL22018,Boeing 787,7,34573,152,26,AirGlobal,MIA,BOS,1258,2.32,Clear,1,302.52,32.36,18.51,1607.26,2926.75,11.38,6,20.71,1,1
FL22019,Boeing 777,19,2358,323,27,Continental Express,MIA,BOS,1258,2.56,Clear,1,306.88,31.82,12.62,1542.67,2847.82,11.43,2,8.65,0,0
FL22020,Boeing 787,0,17735,32,8,Continental Express,LAS,PHX,256,0.06,Clear,1,289.72,47.33,14.02,205.69,2949.98,11.22,9,21.14,1,0
FL22021,Boeing 787,6,40895,84,37,PacificWings,JFK,LAX,2475,5.42,Rainy,3,309.58,32.36,16.08,2978.8,2987.5,10.6,0,15.03,0,0
FL22022,Boeing 777,22,18603,370,48,SkyConnect,DCA,SAN,2279,4.41,Clear,1,338.33,32.77,22.21,2359.54,3096.12,11.35,8,6.71,0,0
FL22023,Boeing 737,10,46737,352,14,SkyConnect,LAS,PHX,256,0.13,Rainy,3,340.0,28.67,30.0,372.66,2872.28,10.84,6,14.63,1,0
FL22024,Boeing 787,12,25218,465,48,PacificWings,IAH,MCO,848,1.53,Cloudy,2,316.97,25.22,23.19,954.75,2886.17,10.99,8,20.0,0,0
FL22025,Boeing 737,13,10283,262,7,AirGlobal,MIA,BOS,1258,1.84,Clear,1,298.11,24.82,14.41,1186.96,3078.97,11.01,8,23.76,0,0
FL22026,Airbus A320,7,44055,297,39,OceanAir,DFW,SEA,1660,3.76,Stormy,5,338.77,28.75,20.71,2393.61,2907.02,11.14,6,8.09,0,0
FL22027,Boeing 737,16,28702,429,24,OceanAir,JFK,LAX,2475,5.2,Clear,1,340.0,22.54,21.36,2474.77,3122.75,10.66,5,2.68,0,0
FL22028,Airbus A350,6,32604,409,41,Continental Express,LAS,PHX,256,0.55,Clear,1,310.46,22.39,23.41,222.91,3197.46,10.96,7,24.06,0,0
FL22029,Boeing 737,1,26794,457,9,SkyConnect,JFK,LAX,2475,4.52,Cloudy,2,331.3,16.15,22.35,2295.52,2894.75,10.67,6,19.87,0,0
FL22030,Airbus A350,9,24709,172,6,AirGlobal,JFK,LAX,2475,5.17,Rainy,3,321.37,40.81,20.53,2480.61,3102.11,10.9,3,22.53,0,0
FL22031,Boeing 787,5,11281,316,14,SkyConnect,ATL,DEN,1199,1.72,Clear,1,339.71,36.43,17.48,1463.78,2945.92,11.36,4,24.09,0,0
FL22032,Boeing 737,8,16420,376,22,Continental Express,DCA,SAN,2279,4.11,Clear,1,340.0,36.37,22.39,2402.99,2959.11,10.9,0,6.48,1,0
FL22033,Boeing 777,16,26343,274,37,OceanAir,DFW,SEA,1660,3.28,Foggy,4,318.22,27.78,15.63,2071.36,3055.91,11.17,0,24.41,0,0
FL22034,Airbus A350,0,36002,374,39,AirGlobal,MIA,BOS,1258,2.43,Clear,1,340.0,30.13,17.26,1286.57,3149.25,10.51,0,8.22,1,0
FL22035,Airbus A350,3,8820,273,9,SkyConnect,ATL,DEN,1199,2.9,Rainy,3,298.39,32.25,13.97,1063.15,3135.56,10.74,9,4.65,0,0
FL22036,Boeing 737,24,26481,487,7,OceanAir,DFW,SEA,1660,3.87,Cloudy,2,337.94,31.83,23.31,2234.52,3044.81,10.99,0,22.64,1,0
FL22037,Boeing 737,17,31359,390,32,PacificWings,ATL,DEN,1199,3.04,Clear,1,340.0,24.07,20.11,1013.87,3114.6,10.99,3,6.74,0,0
FL22038,Airbus A350,7,13712,281,39,OceanAir,DFW,SEA,1660,3.5,Clear,1,300.02,28.34,19.59,1904.08,2972.66,10.99,4,3.5,1,1
FL22039,Boeing 737,12,30511,256,23,SkyConnect,IAH,MCO,848,1.87,Foggy,4,298.89,32.06,20.73,1235.28,3029.38,10.94,9,13.21,0,1
FL22040,Airbus A350,0,42110,221,31,Continental Express,LAS,PHX,256,0.65,Clear,1,319.36,32.67,18.38,269.39,3020.84,10.61,7,17.71,0,0
FL22041,Airbus A350,9,27024,27,6,AirGlobal,ATL,DEN,1199,2.22,Cloudy,2,314.88,35.44,11.91,1076.43,3176.31,11.15,7,11.92,0,0
FL22042,Airbus A320,19,34698,220,33,SkyConnect,IAH,MCO,848,1.74,Cloudy,2,338.67,31.8,19.7,1156.1,3174.21,10.67,8,21.31,1,0
FL22043,Boeing 737,19,29544,337,28,Continental Express,LAS,PHX,256,0.47,Clear,1,340.0,30.05,22.39,313.49,3130.88,11.2,8,18.07,0,0
FL22044,Boeing 777,10,11898,471,32,PacificWings,JFK,LAX,2475,5.17,Clear,1,330.36,25.69,19.17,2003.07,3137.61,11.37,2,13.81,0,0
FL22045,Airbus A350,7,31758,361,20,SkyConnect,MIA,BOS,1258,3.26,Cloudy,2,340.0,22.72,16.47,1708.99,2896.59,11.15,2,5.71,1,0
FL22046,Airbus A350,3,24865,476,11,OceanAir,LAS,PHX,256,0.55,Stormy,5,330.15,29.72,24.67,357.01,3127.28,11.31,9,8.04,0,0
FL22047,Boeing 777,0,36979,55,42,SkyConnect,IAH,MCO,848,1.57,Cloudy,2,326.33,34.62,22.37,1253.8,2983.13,11.06,2,13.82,0,0
FL22048,Airbus A350,4,11471,287,5,SkyConnect,JFK,LAX,2475,4.7,Clear,1,297.83,40.84,14.43,2390.11,2956.56,10.84,1,17.98,0,0
